Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Structural Adherence,Adaptive Fluidity,Interpersonal Influence,Execution Velocity,Psychological Resilience,Job Hopping
384,Melissa Wheeler,"TensorFlow, Python, NLP, Pytorch",4,B.Tech,,AI Researcher,Hire,94202,4,80,2,2,3,4,3,Low
385,Elijah Mcmillan,"React, C++",6,B.Tech,Google ML,Software Engineer,Hire,114890,7,96,2,4,3,4,2,Medium
386,Wendy Ferguson,"Linux, Ethical Hacking, Networking",10,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,108070,1,100,3,3,2,2,3,Low
387,Xavier Wheeler,"NLP, Pytorch, TensorFlow",1,B.Tech,AWS Certified,AI Researcher,Reject,60718,1,36,3,4,3,2,2,Medium
388,Linda Hardy,"C++, SQL, Java",10,M.Tech,Deep Learning Specialization,Software Engineer,Hire,95050,2,98,5,5,2,3,2,Low
389,Pamela Dillon MD,"Pytorch, NLP, Python",10,MBA,Google ML,AI Researcher,Hire,85192,2,100,4,3,4,4,3,Low
390,Miguel Robbins,"Deep Learning, Python, SQL, Machine Learning",1,PhD,AWS Certified,Data Scientist,Reject,84131,3,57,2,2,4,3,4,Low
391,Jordan Matthews,"NLP, TensorFlow",8,MBA,,AI Researcher,Hire,64722,1,97,2,3,1,1,4,Low
392,Tyler Fischer,"NLP, Python",9,M.Tech,,AI Researcher,Hire,107875,5,100,3,2,2,2,4,Low
393,Jack Hall,"C++, React, Java",9,B.Tech,Deep Learning Specialization,Software Engineer,Hire,76157,8,94,2,5,2,3,3,High
394,Victor Braun,"Python, Machine Learning, SQL",6,PhD,,Data Scientist,Hire,46741,1,76,5,3,2,3,2,Medium
395,Donald Morales,"Python, Pytorch, TensorFlow, NLP",8,B.Tech,AWS Certified,AI Researcher,Hire,65345,8,100,4,3,3,5,4,Low
396,Elizabeth Hernandez,"Java, SQL",3,B.Tech,Deep Learning Specialization,Software Engineer,Reject,89716,1,53,3,3,2,2,2,Low
397,Leah Cain,"Machine Learning, Deep Learning, SQL, Python",3,M.Tech,AWS Certified,Data Scientist,Reject,93900,0,52,1,2,2,4,2,High
398,Allison Hoffman,"Ethical Hacking, Linux",1,PhD,,Cybersecurity Analyst,Hire,95656,9,63,4,2,2,4,2,Low
399,Danielle Davis,"Machine Learning, Python, Deep Learning",1,MBA,Deep Learning Specialization,Data Scientist,Reject,79404,4,57,3,4,3,5,4,Low
400,Jacob Peterson,"Pytorch, NLP, Python, TensorFlow",5,B.Tech,,AI Researcher,Hire,56104,6,100,4,2,3,3,4,Low
401,Christopher Chandler DVM,"Cybersecurity, Linux, Ethical Hacking",5,MBA,AWS Certified,Cybersecurity Analyst,Hire,59821,5,94,1,2,2,3,3,High
402,Sarah Gomez,"Cybersecurity, Networking, Linux, Ethical Hacking",6,B.Sc,,Cybersecurity Analyst,Hire,102518,7,100,2,4,3,4,4,Low
403,Carlos Dawson,"Networking, Linux, Ethical Hacking, Cybersecurity",10,B.Tech,Google ML,Cybersecurity Analyst,Hire,61659,10,98,3,4,2,3,2,Low
404,Gregg Barber,"Python, Machine Learning, Deep Learning",0,M.Tech,Deep Learning Specialization,Data Scientist,Reject,114745,6,49,3,4,3,3,3,High
405,Kyle Contreras,"Cybersecurity, Linux, Ethical Hacking",3,MBA,,Cybersecurity Analyst,Hire,103993,9,90,3,4,5,3,3,Low
406,Jon Craig,"React, SQL, Java",1,B.Sc,Google ML,Software Engineer,Hire,105524,9,82,4,2,4,1,4,Low
407,Tiffany Rogers,"NLP, Pytorch, TensorFlow",8,MBA,Deep Learning Specialization,AI Researcher,Hire,102267,6,100,2,2,2,4,3,Low
408,Gregory Beard,"TensorFlow, NLP, Python",4,MBA,AWS Certified,AI Researcher,Hire,72225,6,93,3,5,4,3,3,Medium
409,Timothy Fitzgerald,"Networking, Linux",3,MBA,,Cybersecurity Analyst,Hire,97811,6,72,3,3,4,3,4,Low
410,Raymond Perez,"Python, SQL",0,PhD,Deep Learning Specialization,Data Scientist,Hire,118756,9,61,4,3,2,5,4,High
411,Jeffrey Cannon,"Deep Learning, SQL",5,MBA,Google ML,Data Scientist,Hire,101471,0,66,4,4,4,2,2,Medium
412,Kent Davis,"Cybersecurity, Networking",4,PhD,,Cybersecurity Analyst,Reject,87051,0,50,2,4,5,3,3,Low
413,Alex Valdez,"C++, Java, React",4,MBA,Google ML,Software Engineer,Hire,53412,0,57,1,3,2,5,2,High
414,Jonathan Lewis,"Pytorch, TensorFlow, NLP",1,MBA,AWS Certified,AI Researcher,Hire,64694,9,76,4,5,2,2,1,Low
415,James Reyes,"React, C++",5,B.Sc,Deep Learning Specialization,Software Engineer,Hire,85526,1,75,3,2,4,2,3,Low
416,Kathryn Carter,"Java, React, C++, SQL",7,PhD,Deep Learning Specialization,Software Engineer,Hire,55916,6,100,2,4,3,3,4,Low
417,Amanda Burke,"Deep Learning, SQL, Machine Learning, Python",1,MBA,AWS Certified,Data Scientist,Reject,86355,4,60,5,3,4,4,3,Low
418,James Bell,"Deep Learning, Machine Learning, Python, SQL",5,B.Tech,,Data Scientist,Hire,112155,0,66,3,3,3,3,1,Low
419,Valerie Clark,"SQL, Machine Learning, Python, Deep Learning",2,MBA,AWS Certified,Data Scientist,Hire,58438,6,80,4,5,3,2,3,Low
420,Joseph Richards,"Cybersecurity, Ethical Hacking, Linux",1,B.Tech,Google ML,Cybersecurity Analyst,Hire,65313,7,66,3,4,2,2,1,Low
421,Megan Smith,"Linux, Networking, Cybersecurity",6,MBA,,Cybersecurity Analyst,Hire,59504,1,80,5,4,4,2,4,Medium
422,Stephen Mason,"Python, Deep Learning",2,B.Tech,AWS Certified,Data Scientist,Hire,83979,5,63,5,4,4,3,2,Low
423,Zachary Cohen,"NLP, TensorFlow, Pytorch, Python",8,B.Sc,Deep Learning Specialization,AI Researcher,Hire,108667,0,96,3,3,3,3,4,High
424,Cristian Hernandez,"C++, React, Java, SQL",7,B.Tech,AWS Certified,Software Engineer,Hire,59061,6,100,4,2,3,3,4,Low
425,David Smith,"SQL, C++",3,B.Tech,Deep Learning Specialization,Software Engineer,Hire,41891,4,68,4,2,1,1,2,Low
426,Molly Brewer,"Python, NLP, Pytorch, TensorFlow",4,B.Sc,,AI Researcher,Hire,61931,8,98,4,1,4,4,2,Low
427,Robert Cameron,"Cybersecurity, Linux, Ethical Hacking",7,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,81422,10,100,2,5,4,3,3,Low
428,George Mills,"React, Java",5,PhD,,Software Engineer,Hire,74711,8,98,4,2,3,4,2,Low
429,Anna Morrison,"Networking, Linux",5,M.Tech,Google ML,Cybersecurity Analyst,Hire,61038,9,98,4,3,4,3,3,Medium
430,Karen Wright,"SQL, Python, Machine Learning",10,PhD,AWS Certified,Data Scientist,Hire,55716,0,94,1,3,3,4,3,High
431,John Owens,"Pytorch, NLP",4,B.Tech,Google ML,AI Researcher,Hire,52692,10,90,2,3,4,3,1,High
432,Kent Ward,"Cybersecurity, Ethical Hacking",2,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,100524,5,61,1,4,2,4,1,Low
433,Michael Randall,"SQL, C++, React",7,M.Tech,AWS Certified,Software Engineer,Hire,49907,4,98,3,4,3,4,3,Medium
434,Kathryn Shea,"SQL, React, C++, Java",3,PhD,Deep Learning Specialization,Software Engineer,Hire,71138,8,98,4,2,3,3,2,Low
435,Brenda Haney,"Networking, Cybersecurity, Linux, Ethical Hacking",5,B.Sc,,Cybersecurity Analyst,Hire,93770,7,98,5,3,3,5,2,Low
436,Maria Manning,"Python, Deep Learning, SQL",7,M.Tech,Deep Learning Specialization,Data Scientist,Hire,104836,5,100,3,3,3,4,4,Medium
437,David Collins,"Java, React, C++",0,PhD,Deep Learning Specialization,Software Engineer,Reject,47445,2,35,5,3,3,4,4,Medium
438,George Clark,"Python, Deep Learning, Machine Learning, SQL",3,PhD,Google ML,Data Scientist,Hire,77893,10,100,2,5,4,2,3,Low
439,Willie Castaneda,"Java, React",9,B.Tech,AWS Certified,Software Engineer,Hire,79610,1,100,1,3,3,2,3,Low
440,William Barnes,"C++, SQL",6,MBA,AWS Certified,Software Engineer,Hire,83118,3,97,3,4,1,3,4,Low
441,Zoe King,"Deep Learning, Python, Machine Learning",9,MBA,Google ML,Data Scientist,Hire,105724,10,96,3,4,5,3,2,Medium
442,Benjamin Ward,"Networking, Cybersecurity",5,MBA,,Cybersecurity Analyst,Hire,40736,6,90,3,4,4,2,3,Low
443,Jason Cummings,"Machine Learning, SQL, Deep Learning",7,MBA,Google ML,Data Scientist,Hire,79303,6,96,1,3,2,3,4,High
444,Daniel Cline,"Java, C++, SQL, React",4,B.Tech,,Software Engineer,Hire,46950,7,97,3,2,4,5,4,Low
445,Debbie Duffy,"Java, React, SQL",4,PhD,AWS Certified,Software Engineer,Hire,92781,0,61,2,3,2,4,1,Low
446,Melissa Lowe,"Java, React",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,75477,6,98,4,2,3,2,2,Low
447,Susan Warren,"TensorFlow, Python, NLP",10,MBA,,AI Researcher,Hire,95290,0,98,3,2,3,3,2,Low
448,Amber Parker,"Machine Learning, Python",8,B.Sc,,Data Scientist,Hire,40162,7,100,2,4,3,2,3,Low
449,Tracy Dalton,"React, SQL, Java",6,B.Tech,Deep Learning Specialization,Software Engineer,Hire,115386,4,98,2,4,2,3,3,Medium
450,Nicholas Hutchinson,"SQL, React, Java",0,M.Tech,,Software Engineer,Reject,81417,0,15,2,3,2,3,4,Medium
451,Thomas Hood,"Networking, Ethical Hacking, Cybersecurity",10,B.Sc,Google ML,Cybersecurity Analyst,Hire,92197,5,94,3,3,2,3,3,High
452,William Parker V,"Python, Machine Learning, Deep Learning",8,B.Sc,Deep Learning Specialization,Data Scientist,Hire,100425,0,98,4,5,2,2,3,Medium
453,Michael Krueger,"Java, SQL, React",5,MBA,,Software Engineer,Hire,49176,8,100,2,3,3,3,4,Medium
454,Jordan Cook,"Java, React, C++, SQL",3,B.Sc,Google ML,Software Engineer,Hire,63179,9,100,4,5,2,2,3,Low
455,Michael George,"SQL, Java",8,B.Tech,AWS Certified,Software Engineer,Hire,83833,8,100,2,4,4,1,4,Medium
456,Joshua Bennett,"NLP, TensorFlow, Python, Pytorch",0,M.Tech,Google ML,AI Researcher,Hire,119583,8,70,2,1,4,5,3,Low
457,Paul Wallace,"Cybersecurity, Ethical Hacking, Linux, Networking",6,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,80085,10,98,3,4,2,4,2,Low
458,Keith Hayes,"Linux, Networking",6,PhD,,Cybersecurity Analyst,Hire,85029,9,98,2,3,3,3,2,Low
459,Scott Fisher,"Java, C++",4,B.Tech,Deep Learning Specialization,Software Engineer,Hire,104969,8,96,2,4,3,3,1,Low
460,Brandon Reyes,"TensorFlow, Python, NLP",6,B.Tech,Google ML,AI Researcher,Hire,88432,4,100,2,4,3,2,4,Low
461,Jamie Smith,"NLP, Pytorch, TensorFlow",9,MBA,Deep Learning Specialization,AI Researcher,Hire,67341,8,96,5,3,3,5,4,High
462,Daniel Ruiz,"Ethical Hacking, Networking, Linux",1,M.Tech,Google ML,Cybersecurity Analyst,Hire,102085,6,69,3,2,4,5,5,Low
463,Dominic Warren,"Pytorch, Python",8,B.Sc,AWS Certified,AI Researcher,Hire,116934,10,100,2,3,3,3,4,Low
464,Travis Thompson,"C++, Java",0,M.Tech,Deep Learning Specialization,Software Engineer,Reject,109551,3,37,3,2,2,4,4,Low
465,Steven White,"Ethical Hacking, Networking",10,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,71504,6,98,3,2,4,3,2,Low
466,Jessica Trevino,"TensorFlow, Pytorch, Python, NLP",4,MBA,AWS Certified,AI Researcher,Hire,61757,2,78,3,4,4,2,2,Low
467,Monica Armstrong,"Pytorch, Python, TensorFlow, NLP",5,B.Sc,Google ML,AI Researcher,Hire,75037,10,100,4,5,2,3,4,Low
468,Margaret Turner,"Cybersecurity, Ethical Hacking, Networking, Linux",3,PhD,,Cybersecurity Analyst,Hire,105166,5,75,4,3,3,3,3,Low
469,Renee West,"C++, Java, SQL",2,MBA,Google ML,Software Engineer,Hire,62255,7,80,2,2,4,3,3,Low
470,Samuel Lawson,"Pytorch, Python",4,B.Sc,AWS Certified,AI Researcher,Hire,72233,9,98,2,3,3,3,3,Medium
471,Dana Gibson,"Python, TensorFlow, Pytorch, NLP",8,PhD,AWS Certified,AI Researcher,Hire,44783,10,98,3,4,4,3,3,Medium
472,Claire Harris,"SQL, Deep Learning, Machine Learning, Python",1,PhD,,Data Scientist,Reject,84161,6,62,1,2,5,3,4,Low
473,Carolyn Willis,"TensorFlow, NLP, Python",0,MBA,Google ML,AI Researcher,Reject,40720,2,37,1,3,2,3,4,Low
474,Mary Taylor,"SQL, Machine Learning, Deep Learning",9,B.Tech,,Data Scientist,Hire,114686,0,100,4,3,2,2,4,Low
475,Morgan Bennett,"Machine Learning, SQL, Python, Deep Learning",2,MBA,Google ML,Data Scientist,Hire,108247,6,80,5,2,3,2,4,Medium
476,Christina Oneal,"Python, Machine Learning",10,MBA,Google ML,Data Scientist,Hire,89482,5,100,3,4,4,2,4,Low
477,Carrie Wright,"Deep Learning, Machine Learning, SQL",1,B.Tech,,Data Scientist,Reject,58515,6,55,4,3,3,4,3,Low
478,Beth Harper,"SQL, Python",8,MBA,Deep Learning Specialization,Data Scientist,Hire,75286,10,100,3,3,4,1,4,Medium
479,Johnny Arias,"Networking, Ethical Hacking, Linux, Cybersecurity",10,M.Tech,Google ML,Cybersecurity Analyst,Hire,56891,0,98,5,2,2,4,2,Low
480,Daniel Montgomery,"SQL, Machine Learning",1,B.Sc,Deep Learning Specialization,Data Scientist,Reject,104811,1,37,4,3,4,4,4,Low
481,Andrew Moore,"Machine Learning, Python, SQL",0,MBA,Google ML,Data Scientist,Reject,116814,5,48,3,4,2,3,2,Low
482,Douglas Sampson,"Linux, Cybersecurity, Ethical Hacking, Networking",2,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,59397,10,94,2,3,5,1,3,High
483,Jodi Franklin,"React, C++, Java",10,MBA,Deep Learning Specialization,Software Engineer,Hire,76012,1,96,1,5,5,3,2,Medium
484,Ann Morgan,"Networking, Cybersecurity, Linux",5,M.Tech,Google ML,Cybersecurity Analyst,Hire,113331,8,100,3,3,2,3,4,Medium
485,Laurie Wilson,"C++, Java, React, SQL",10,MBA,Deep Learning Specialization,Software Engineer,Hire,103925,9,100,2,3,2,2,3,Low
486,Matthew Gregory,"Ethical Hacking, Networking",8,B.Sc,,Cybersecurity Analyst,Hire,69766,1,91,2,4,4,2,1,Low
487,Eric Hill,"Ethical Hacking, Linux",6,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,83470,2,84,2,2,3,5,3,High
488,Alyssa Thomas,"TensorFlow, Python, NLP",10,MBA,,AI Researcher,Hire,63362,6,92,2,1,3,4,2,High
489,Lindsay Christian,"C++, React, SQL, Java",1,M.Tech,Google ML,Software Engineer,Hire,49305,9,87,5,1,3,2,4,Low
490,Deborah Ramirez,"SQL, Machine Learning, Deep Learning, Python",3,PhD,,Data Scientist,Hire,104405,9,93,4,4,1,1,3,Medium
491,Sheri Dickerson,"Python, Pytorch, NLP",0,PhD,Google ML,AI Researcher,Hire,88256,9,70,3,2,3,3,3,Low
492,Kevin Moreno,"C++, React, Java",10,B.Sc,Google ML,Software Engineer,Hire,117566,8,98,4,5,2,3,2,Low
493,Brian Dodson,"Deep Learning, Machine Learning, SQL",2,PhD,Deep Learning Specialization,Data Scientist,Hire,106032,10,91,3,2,3,3,2,Medium
494,Paula Fletcher,"Machine Learning, Python, SQL",6,B.Tech,Deep Learning Specialization,Data Scientist,Hire,116481,8,100,2,3,4,2,3,Low
495,Dawn Price,"React, SQL, Java, C++",6,B.Tech,Deep Learning Specialization,Software Engineer,Hire,119018,0,86,5,5,2,4,4,High
496,Regina English,"Machine Learning, Deep Learning, Python",3,B.Sc,AWS Certified,Data Scientist,Hire,79930,9,100,4,5,4,5,5,Low
497,Darrell Morris,"Linux, Ethical Hacking, Cybersecurity, Networking",7,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,61624,1,98,2,5,3,4,2,Low
498,Matthew Reynolds,"Java, SQL",8,M.Tech,Deep Learning Specialization,Software Engineer,Hire,115051,2,96,3,4,3,3,4,High
499,Jill Combs,"Java, React, SQL, C++",8,M.Tech,Google ML,Software Engineer,Hire,61601,7,90,2,4,4,3,1,High
500,Kyle Cole,"Java, SQL, C++, React",3,B.Tech,Deep Learning Specialization,Software Engineer,Reject,67414,0,58,2,4,3,3,2,Low
501,Christine Beck,"NLP, TensorFlow, Python, Pytorch",9,PhD,AWS Certified,AI Researcher,Hire,112005,10,98,4,4,4,4,2,Low
502,Samantha Evans,"Pytorch, TensorFlow, NLP, Python",5,MBA,AWS Certified,AI Researcher,Hire,53097,0,76,5,2,4,2,2,Medium
503,Eric Pena,"SQL, Deep Learning, Python, Machine Learning",7,B.Tech,,Data Scientist,Hire,54552,2,96,2,2,3,3,1,Low
504,Alex Morgan,"Linux, Networking",4,M.Tech,,Cybersecurity Analyst,Reject,116278,0,44,4,3,2,3,3,High
505,Jon Moore,"SQL, C++, React",1,M.Tech,Deep Learning Specialization,Software Engineer,Reject,118312,4,49,2,3,2,2,3,High
506,Robert Aguilar,"Networking, Ethical Hacking",0,PhD,Deep Learning Specialization,Cybersecurity Analyst,Reject,63561,5,45,3,3,2,2,3,Low
507,Danielle Rollins,"TensorFlow, Python, NLP",7,B.Sc,Deep Learning Specialization,AI Researcher,Hire,74451,9,100,2,4,5,3,4,Low
508,Eric Bush,"Machine Learning, Python",5,B.Tech,Google ML,Data Scientist,Hire,91581,4,90,2,4,4,3,3,Low
509,Lisa Doyle,"Pytorch, TensorFlow",9,PhD,Google ML,AI Researcher,Hire,59856,2,96,3,3,2,4,4,High
510,Cody Harris,"Ethical Hacking, Linux",7,PhD,,Cybersecurity Analyst,Hire,47840,0,80,2,4,2,2,3,Low
511,Roger Lewis,"Networking, Ethical Hacking, Linux, Cybersecurity",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,80779,5,98,3,2,3,4,2,Low
512,Pamela Foster,"Networking, Ethical Hacking, Cybersecurity, Linux",9,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,73181,5,100,3,3,4,2,4,Low
513,Monica Allison,"Cybersecurity, Linux, Ethical Hacking",1,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,74376,9,78,3,2,4,5,2,Low
514,David Cruz,"Cybersecurity, Linux, Networking, Ethical Hacking",0,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,77105,4,48,2,1,3,1,2,Low
515,John Braun,"Java, React, SQL, C++",1,B.Sc,,Software Engineer,Hire,107509,10,80,2,3,3,3,3,Low
516,Ryan Smith,"React, C++",9,B.Sc,,Software Engineer,Hire,102113,6,92,4,3,3,3,2,High
517,Joseph Chapman,"SQL, React, Java, C++",9,MBA,Google ML,Software Engineer,Hire,95141,7,94,4,5,3,2,3,High
518,Renee Hayes,"Ethical Hacking, Linux",4,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,56684,5,83,2,4,1,3,3,Medium
519,Karen Weiss,"SQL, Java, C++",2,B.Sc,AWS Certified,Software Engineer,Reject,90151,1,50,3,2,3,4,3,Low
520,Elizabeth Mcmillan,"C++, React, SQL",9,PhD,Google ML,Software Engineer,Hire,113497,5,98,4,5,2,1,2,Low
521,Kimberly Carpenter,"Python, NLP, Pytorch",2,PhD,AWS Certified,AI Researcher,Reject,80377,1,48,1,4,3,4,3,Medium
522,Heather Booker,"NLP, Pytorch, TensorFlow",9,B.Sc,,AI Researcher,Hire,108379,10,100,4,4,5,1,4,Low
523,Ronald Griffith,"Linux, Networking, Cybersecurity, Ethical Hacking",8,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,40945,4,94,2,3,3,2,3,High
524,Glenn Kelley,"Machine Learning, Deep Learning, SQL",0,B.Sc,AWS Certified,Data Scientist,Reject,63564,6,57,4,2,3,5,5,Medium
525,Christina Hester,"SQL, C++",7,B.Sc,AWS Certified,Software Engineer,Hire,47957,7,100,2,3,4,2,4,Low
526,Jenna Burnett,"Networking, Cybersecurity",7,PhD,,Cybersecurity Analyst,Hire,50704,0,76,1,4,3,2,4,High
527,Mary Abbott,"Java, React, SQL",1,PhD,,Software Engineer,Reject,91756,1,22,1,5,3,3,2,High
528,Cheryl Morton,"Ethical Hacking, Networking, Linux",0,B.Tech,Google ML,Cybersecurity Analyst,Hire,99469,9,72,3,5,4,5,4,Low
529,Kyle Johnson,"SQL, Machine Learning, Deep Learning, Python",6,M.Tech,Deep Learning Specialization,Data Scientist,Hire,117621,5,100,3,3,5,1,3,Low
530,Denise Cruz,"TensorFlow, NLP, Pytorch, Python",4,M.Tech,AWS Certified,AI Researcher,Hire,48906,7,98,2,2,2,2,2,Low
531,Crystal Parker,"Deep Learning, Machine Learning, SQL",5,M.Tech,,Data Scientist,Hire,79635,9,100,4,3,3,4,3,Low
532,Eddie Hutchinson,"Python, Machine Learning",7,B.Sc,AWS Certified,Data Scientist,Hire,55994,2,100,1,1,2,5,4,Low
533,Sierra Edwards,"C++, SQL",5,M.Tech,Google ML,Software Engineer,Hire,41530,0,72,3,3,4,3,4,Low
534,Peter Mcmahon,"Python, Deep Learning, SQL, Machine Learning",5,MBA,Google ML,Data Scientist,Hire,69257,0,72,2,3,2,2,2,High
535,Alexandra Gilbert,"Networking, Linux",2,B.Sc,,Cybersecurity Analyst,Reject,64118,0,32,2,3,3,5,4,Low
536,Heather Watson,"React, SQL",4,PhD,,Software Engineer,Hire,108770,10,98,3,1,3,5,2,Low
537,Carlos Ochoa,"Java, React, C++, SQL",8,B.Tech,Google ML,Software Engineer,Hire,63268,7,98,2,4,4,4,3,Medium
538,Jill Williams,"Pytorch, TensorFlow, NLP",4,B.Sc,,AI Researcher,Hire,59560,5,80,3,2,4,2,3,Low
539,Jessica Doyle,"Java, C++, SQL",9,M.Tech,Deep Learning Specialization,Software Engineer,Hire,82288,0,98,4,2,2,3,3,Medium
540,Felicia Wright,"TensorFlow, Pytorch, NLP, Python",6,PhD,Google ML,AI Researcher,Hire,64338,10,100,2,1,3,3,4,Low
541,Michael Santos,"SQL, Java, C++, React",5,M.Tech,Deep Learning Specialization,Software Engineer,Hire,111578,9,98,4,3,2,3,2,Low
542,Angie Roberts,"Deep Learning, Python, Machine Learning",6,B.Tech,Google ML,Data Scientist,Hire,89840,2,99,2,5,2,4,5,Low
543,Harold Acevedo,"SQL, C++, React",3,B.Tech,,Software Engineer,Hire,112003,7,74,4,5,3,4,1,Medium
544,Sarah Jones,"Ethical Hacking, Networking",6,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,119478,2,88,4,3,3,2,2,Low
545,Jeffrey Smith,"Machine Learning, Deep Learning",7,B.Tech,AWS Certified,Data Scientist,Hire,43930,8,98,1,2,5,4,3,Medium
546,Marcus Ramirez,"SQL, Java, React",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,81778,4,100,2,3,3,3,4,Low
547,Christy Ramirez,"Pytorch, NLP",1,MBA,,AI Researcher,Reject,105641,2,30,4,2,2,4,3,Low
548,Rhonda Mendoza,"Machine Learning, Deep Learning, SQL",7,M.Tech,Deep Learning Specialization,Data Scientist,Hire,78218,10,100,3,3,2,4,3,Low
549,Heather Lewis,"Networking, Linux, Ethical Hacking, Cybersecurity",3,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,115553,9,94,3,4,4,2,3,High
550,Adrian Marshall,"TensorFlow, NLP, Python",3,PhD,AWS Certified,AI Researcher,Hire,71785,7,84,2,4,5,3,3,High
551,Rebecca Kirby,"Python, Deep Learning, Machine Learning, SQL",9,B.Tech,Google ML,Data Scientist,Hire,64063,9,100,3,3,1,2,4,Low
552,Kirsten Smith,"React, C++, Java, SQL",5,B.Sc,,Software Engineer,Hire,89191,3,87,3,3,1,1,4,Low
553,Timothy Duncan,"Python, TensorFlow, Pytorch, NLP",5,PhD,Google ML,AI Researcher,Hire,104955,0,82,4,2,5,3,4,Low
554,Barbara Turner,"React, C++, Java, SQL",7,M.Tech,Deep Learning Specialization,Software Engineer,Hire,58910,7,98,3,2,3,5,2,Low
555,Frank Hale,"Machine Learning, Python, Deep Learning, SQL",1,B.Sc,Google ML,Data Scientist,Reject,55166,4,60,3,3,2,1,3,Low
556,James Brooks Jr.,"React, SQL, Java, C++",1,PhD,,Software Engineer,Reject,50422,1,29,3,3,4,3,3,High
557,Jennifer Smith,"Ethical Hacking, Networking, Cybersecurity",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,51159,8,92,3,4,1,4,2,High
558,Jessica Campbell,"Machine Learning, Deep Learning, Python",7,B.Tech,Deep Learning Specialization,Data Scientist,Hire,99741,0,95,3,2,3,3,3,Low
559,Zachary Parker,"Cybersecurity, Linux, Networking, Ethical Hacking",0,MBA,,Cybersecurity Analyst,Hire,92175,10,68,3,4,3,3,2,Low
560,Thomas Hawkins,"Cybersecurity, Ethical Hacking",1,PhD,AWS Certified,Cybersecurity Analyst,Reject,65601,5,55,3,3,4,2,4,Medium
561,William Hanson,"NLP, Python",5,B.Tech,AWS Certified,AI Researcher,Hire,105979,3,81,3,3,2,3,2,Medium
562,Rachel Cherry,"TensorFlow, Python",10,PhD,AWS Certified,AI Researcher,Hire,98659,6,100,5,2,3,2,5,Low
563,Dr. Thomas Hernandez,"NLP, Pytorch, Python",0,MBA,,AI Researcher,Reject,40400,0,13,4,1,2,1,2,Low
564,Sue Young,"React, Java, C++",6,B.Sc,AWS Certified,Software Engineer,Hire,103874,5,100,3,4,3,4,3,Low
565,Robyn Griffin,"Networking, Linux",10,PhD,,Cybersecurity Analyst,Hire,82245,2,100,4,4,2,4,4,Low
566,Kaitlin Roman,"SQL, Deep Learning",5,B.Sc,Google ML,Data Scientist,Hire,55964,5,93,3,3,3,3,2,Low
567,Julie Thompson,"C++, Java, React, SQL",9,MBA,AWS Certified,Software Engineer,Hire,81897,4,100,1,3,2,3,4,Low
568,Hunter Dalton,"React, Java",3,M.Tech,AWS Certified,Software Engineer,Hire,105280,9,91,2,4,4,4,2,Medium
569,Zachary Ross,"Linux, Cybersecurity, Ethical Hacking",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,71624,8,100,1,1,4,3,4,Low
570,Gabriel Torres,"C++, SQL",2,M.Tech,AWS Certified,Software Engineer,Reject,83223,4,60,3,2,3,4,3,Low
571,Michael Smith,"TensorFlow, Python, NLP, Pytorch",9,MBA,,AI Researcher,Hire,87232,0,98,3,4,3,3,2,Low
572,Steven Wagner,"Machine Learning, Python, Deep Learning",7,B.Tech,,Data Scientist,Hire,47698,8,98,5,2,2,4,3,Medium
573,Anna May,"C++, React",4,B.Sc,Deep Learning Specialization,Software Engineer,Hire,54116,10,100,3,3,3,3,4,Medium
574,Billy Baker,"Python, TensorFlow, Pytorch",1,B.Sc,Deep Learning Specialization,AI Researcher,Hire,85905,7,68,3,2,3,3,2,Low
575,Michelle King,"Ethical Hacking, Networking",6,M.Tech,,Cybersecurity Analyst,Hire,94810,7,98,4,3,5,2,2,Low
576,James Johnson,"Python, Machine Learning",5,B.Sc,,Data Scientist,Hire,65003,1,59,1,3,2,3,3,High
577,Clarence Hernandez,"React, Java, SQL, C++",8,B.Sc,AWS Certified,Software Engineer,Hire,73325,2,98,3,1,4,2,2,Low
578,Timothy Wong,"React, C++, Java",8,MBA,AWS Certified,Software Engineer,Hire,65676,0,100,4,4,4,2,5,Low
